TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-072,24th/Michigan,2022,Proposed Projects,CHA Transformation Residential Project,-1666700,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Proposed Projects,DPD - Reserve For Acquisition,-6500000,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Current Obligations,"IGA - CPS - Building Automation System (""BAS"") - 24th Michigan TIF",-405000,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Current Obligations,Program Administration,-73200,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Revenue,Property tax,5292700,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-264600,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Current Obligations,RDA - Hilliard Homes-I,-375000,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Current Obligations,RDA - Hilliard Homes-II,-770000,07/21/1999,12/31/2023
T-072,24th/Michigan,2022,Current Obligations,SBIF,-500000,07/21/1999,12/31/2023
T-072,24th/Michigan,2023,Proposed Projects,CHA Transformation Residential Project,-3333400,07/21/1999,12/31/2023
T-072,24th/Michigan,2023,Current Obligations,Program Administration,-75400,07/21/1999,12/31/2023
T-072,24th/Michigan,2023,Revenue,Property tax,5292700,07/21/1999,12/31/2023
T-072,24th/Michigan,2023,Current Obligations,RDA - Hilliard Homes-I,-375000,07/21/1999,12/31/2023
T-072,24th/Michigan,2023,Current Obligations,RDA - Hilliard Homes-II,-770000,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-583500,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Michigan, 23rd to 24th",-5123000,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,CHA Transformation - RDA - Southbridge/Ickes - 2310 S State - Phase 1A,-3187500,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,CHA Transformation - RDA - Southbridge/Ickes - 2350 S State - Phase 1B,-1062500,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,DPD - TIF Plan Amendment - 24th Michigan TIF,-249600,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,DSS - Salt Dome - repairs - 22nd & Federal,-85200,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,40895200,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,IGA - CPS - National Teachers Academy - athletic field,-483100,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-949700,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-43500,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,SBIF,-416100,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,TIF Works,-136600,07/21/1999,12/31/2023
T-072,24th/Michigan,Fund / Project Balances,Current Obligations,Wells Wentworth Connector,-183100,07/21/1999,12/31/2023
T-141,26th and King Drive,2021,Current Obligations,Program Administration,-14800,01/11/2006,12/31/2030
T-141,26th and King Drive,2021,Revenue,Property tax,995600,01/11/2006,12/31/2030
T-141,26th and King Drive,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-74700,01/11/2006,12/31/2030
T-141,26th and King Drive,2021,Current Obligations,RDA - Mercy Hospital,1578300,01/11/2006,12/31/2030
T-141,26th and King Drive,2022,Current Obligations,Program Administration,-15300,01/11/2006,12/31/2030
T-141,26th and King Drive,2022,Revenue,Property tax,1025500,01/11/2006,12/31/2030
T-141,26th and King Drive,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-51300,01/11/2006,12/31/2030
T-141,26th and King Drive,2023,Current Obligations,Program Administration,-15700,01/11/2006,12/31/2030
T-141,26th and King Drive,2023,Revenue,Property tax,1025500,01/11/2006,12/31/2030
T-141,26th and King Drive,2024,Current Obligations,Program Administration,-16200,01/11/2006,12/31/2030
T-141,26th and King Drive,2024,Revenue,Property tax,1025500,01/11/2006,12/31/2030
T-141,26th and King Drive,2025,Current Obligations,Program Administration,-16700,01/11/2006,12/31/2030
T-141,26th and King Drive,2025,Revenue,Property tax,1056200,01/11/2006,12/31/2030
T-141,26th and King Drive,2026,Current Obligations,Program Administration,-17200,01/11/2006,12/31/2030
T-141,26th and King Drive,2026,Revenue,Property tax,1056200,01/11/2006,12/31/2030
T-141,26th and King Drive,2027,Current Obligations,Program Administration,-17700,01/11/2006,12/31/2030
T-141,26th and King Drive,2027,Revenue,Property tax,1056200,01/11/2006,12/31/2030
T-141,26th and King Drive,2028,Current Obligations,Program Administration,-18200,01/11/2006,12/31/2030
T-141,26th and King Drive,2028,Revenue,Property tax,1087900,01/11/2006,12/31/2030
T-141,26th and King Drive,2029,Current Obligations,Program Administration,-18800,01/11/2006,12/31/2030
T-141,26th and King Drive,2029,Revenue,Property tax,1087900,01/11/2006,12/31/2030
T-141,26th and King Drive,2030,Current Obligations,Program Administration,-19400,01/11/2006,12/31/2030
T-141,26th and King Drive,2030,Revenue,Property tax,1087900,01/11/2006,12/31/2030
T-141,26th and King Drive,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,3356900,01/11/2006,12/31/2030
T-141,26th and King Drive,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-30000,01/11/2006,12/31/2030
T-141,26th and King Drive,Fund / Project Balances,Current Obligations,RDA - Mercy Hospital,-1578300,01/11/2006,12/31/2030
T-079,35th and Wallace,2021,Current Obligations,Plaza removal/street reconstruction - 3400 S Emerald Ave,114900,12/15/1999,12/31/2023
T-079,35th and Wallace,2021,Current Obligations,Program Administration,-21500,12/15/1999,12/31/2023
T-079,35th and Wallace,2021,Revenue,Property tax,1547600,12/15/1999,12/31/2023
T-079,35th and Wallace,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-116100,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Current Obligations,IGA - CPD - Park 0286 - Wentworth Gardens Park - New playground with PIP surfacing,-250000,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Transfers Between TIF Districts,Port to 35th State TIF - CHA Transformation project,-1000000,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Current Obligations,Program Administration,-22100,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Revenue,Property tax,1612200,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-80600,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Transfers Between TIF Districts,To 35th/Halsted (Police facility rehab),-4500000,12/15/1999,12/31/2023
T-079,35th and Wallace,2022,Transfers Between TIF Districts,To 35th/State (RDA - Armour Building Redevelopment),-1000000,12/15/1999,12/31/2023
T-079,35th and Wallace,2023,Transfers Between TIF Districts,Port to 35th State TIF - CHA Transformation project,-2000000,12/15/1999,12/31/2023
T-079,35th and Wallace,2023,Current Obligations,Program Administration,-22800,12/15/1999,12/31/2023
T-079,35th and Wallace,2023,Revenue,Property tax,1612200,12/15/1999,12/31/2023
T-079,35th and Wallace,2023,Transfers Between TIF Districts,To 35th/State (RDA - Armour Building Redevelopment),-2000000,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,"AIS - Fire Station - Engine Co. 029 - 3509 S Lowe Ave - Interior renovations incl. apparatus floor and crawlspace, roof replacement.",-797100,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,Alley reconstruction - 3362-3500 S Wallace St,-9700,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,12514400,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,IGA - CPS - McClellan - site improvement/interior renovations,-2722400,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1500000,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,Plaza removal/street reconstruction - 3400 S Emerald Ave,-166400,12/15/1999,12/31/2023
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,SBIF,-340400,12/15/1999,12/31/2023
T-001,35th/Halsted,2021,Current Obligations,AIS - Building Renovation - 1869 W Pershing,-2000000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,AIS - DSS - Ward Yard - Improvements - McDonagh Demolition,25000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,AIS - Police Station - District 09 - 3120 S Halsted Ave - MEP,-630000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,Building rehab - Pershing Tower,-508400,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,"CDOT - Arterial Resurfacing - 35th, Ashland to Racine",84900,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,CDOT - Bridge - 35th/S Fork Chicago River - Repairs,504200,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,CDOT - Bridge - Structural Rehab - 1200 W 35th St - additional funding,53300,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,CDOT - Daley Library/Wilson Park - ADA Polling Place (2 projects),-138000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,CDOT - Industrial street improvements - 37th & Racine,5400,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,"CDOT - Resurfacing - Benson, 38th Pl to 37th Pl",256900,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,CDOT - Signage for Stockyards Area Truck Route,88700,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,"CDOT - Streetscape - Morgan, 31st to 35th",714000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,CDOT - Traffic Signal - Modernization - 37th Halsted,-180000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,DPD - Study - SW Industrial Corridors - Transportation/Distribution/Logistics Uses,-18300,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,Planned Manufacturing District study,300,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,Program Administration,-140900,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Revenue,Property tax,12156900,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-911800,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,RDA - Acre Development,-313300,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,RDA - Ramova Theater,-6815000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,SBIF,-1500000,01/14/1997,12/31/2033
T-001,35th/Halsted,2021,Current Obligations,TIF Works,276100,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Current Obligations,DPD - TIF Plan Amendment - 12-Year Extension - 35th Halsted,-300000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Current Obligations,Environmental remediation,6200,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Transfers Between TIF Districts,From 35th/Wallace (Police facility rehab),4500000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Current Obligations,IGA - CPD - Donovan Park,-850000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Current Obligations,IGA - CPD - Park 0594 - New Park - 3159 S Halsted St,-350000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Current Obligations,IGA - CPS - Armour ES - chimney/stack reduction,-750000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Proposed Transfers,Port to Archer Western TIF - Proposed Park Park Projects,-550000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Transfers Between TIF Districts,Port to Archer Western TIF - Proposed Park Project,-1369400,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Current Obligations,Program Administration,-145100,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Revenue,Property tax,12691400,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-634800,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Fund Balance,Surplus TIF Funds - 2022,-7398400,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Transfers Between TIF Districts,To Archer/Western (CPD - McKinley Park),-400000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Transfers Between TIF Districts,To Archer/Western (CPS - Holden ES),-3100000,01/14/1997,12/31/2033
T-001,35th/Halsted,2022,Transfers Between TIF Districts,To Archer/Western (CTA - Orange Line - 35th/Archer Station),-1262100,01/14/1997,12/31/2033
T-001,35th/Halsted,2023,Current Obligations,Program Administration,-149500,01/14/1997,12/31/2033
T-001,35th/Halsted,2023,Revenue,Property tax,12691400,01/14/1997,12/31/2033
T-001,35th/Halsted,2024,Current Obligations,Program Administration,-154000,01/14/1997,12/31/2033
T-001,35th/Halsted,2024,Revenue,Property tax,12691400,01/14/1997,12/31/2033
T-001,35th/Halsted,2025,Current Obligations,Program Administration,-158600,01/14/1997,12/31/2033
T-001,35th/Halsted,2025,Revenue,Property tax,13241900,01/14/1997,12/31/2033
T-001,35th/Halsted,2026,Current Obligations,Program Administration,-163300,01/14/1997,12/31/2033
T-001,35th/Halsted,2026,Revenue,Property tax,13241900,01/14/1997,12/31/2033
T-001,35th/Halsted,2027,Current Obligations,Program Administration,-168200,01/14/1997,12/31/2033
T-001,35th/Halsted,2027,Revenue,Property tax,13241900,01/14/1997,12/31/2033
T-001,35th/Halsted,2028,Current Obligations,Program Administration,-173300,01/14/1997,12/31/2033
T-001,35th/Halsted,2028,Revenue,Property tax,13808900,01/14/1997,12/31/2033
T-001,35th/Halsted,2029,Current Obligations,Program Administration,-178500,01/14/1997,12/31/2033
T-001,35th/Halsted,2029,Revenue,Property tax,13808900,01/14/1997,12/31/2033
T-001,35th/Halsted,2030,Current Obligations,Program Administration,-183900,01/14/1997,12/31/2033
T-001,35th/Halsted,2030,Revenue,Property tax,13808900,01/14/1997,12/31/2033
T-001,35th/Halsted,2031,Current Obligations,Program Administration,-189400,01/14/1997,12/31/2033
T-001,35th/Halsted,2031,Revenue,Property tax,14392900,01/14/1997,12/31/2033
T-001,35th/Halsted,2032,Current Obligations,Program Administration,-195000,01/14/1997,12/31/2033
T-001,35th/Halsted,2032,Revenue,Property tax,14392900,01/14/1997,12/31/2033
T-001,35th/Halsted,2033,Current Obligations,Program Administration,-200900,01/14/1997,12/31/2033
T-001,35th/Halsted,2033,Revenue,Property tax,14392900,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,AIS - Building Renovation - 1869 W Pershing,-11136200,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"AIS - CPL - Library - Daley Library - 3400 S Halsted - envelope repairs, mechanicals, new layout",-3500000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,AIS - DSS - Ward Yard - Improvements - McDonagh Demolition,-25000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Building rehab - Pershing Tower,-703700,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"CDOT - Arterial Resurfacing - 35th, Ashland to Racine",-84900,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Bridge - 35th/S Fork Chicago River - Repairs,-486000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Bridge - Structural Rehab - 1200 W 35th St - additional funding,-53300,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Industrial street improvements - 37th & Racine,-5400,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Lighting - Decorative Pole Replacement,-100000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-2000000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"CDOT - Resurfacing - Benson, 38th Pl to 37th Pl",-256900,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Signage for Stockyards Area Truck Route,-88700,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Morgan, 31st to 35th",-609200,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,"CDOT - Traffic Calming - Racine, 35th to Pershing",-300000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,CDOT - Traffic Signal - Modernization - 37th Halsted,-434000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Environmental remediation,-6200,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,38095800,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-300,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,Professional services,-1000,01/14/1997,12/31/2033
T-001,35th/Halsted,Fund / Project Balances,Current Obligations,RDA - Acre Development,-297400,01/14/1997,12/31/2033
